event_name,description,link,when,where,deadline,page_title,meta_description,detailed_deadline,review_time,conference_rank,is_workshop,minimum_pages,website_link,categories
IJITCA 2025,"International Journal of Information Technology, Control and Automation",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182733&copyownerid=170233,N/A,N/A,22/02/25,"IJITCA 2025 : International Journal of Information Technology, Control and Automation","IJITCA 2025 : International Journal of Information Technology, Control and Automation",N/A,N/A,N/A,False,N/A,http://wireilla.com/ijitca/index.html,"['information technology', 'control', 'automation', 'embedded systems']"
IJCNC 2025,"International Journal of Computer Networks & Communications - Scopus, ERA, H Index - 40",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185348&copyownerid=33993,N/A,N/A,22/02/25,"IJCNC 2025 : International Journal of Computer Networks & Communications - Scopus, ERA,  H Index - 40","IJCNC 2025 : International Journal of Computer Networks & Communications - Scopus, ERA,  H Index - 40",N/A,N/A,N/A,False,N/A,https://airccse.org/journal/ijcnc.html,"['security', 'computer science', 'networking', 'communications']"
SP 2025,11th International Conference on Signal Processing,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185586&copyownerid=46167,"Mar 15, 2025 - Mar 16, 2025","Vienna, Austria",22/02/25,SP 2025 : 11th International Conference on Signal Processing,SP 2025 : 11th International Conference on Signal Processing,N/A,N/A,N/A,False,N/A,https://necom2025.org/sp/index,"['image processing', 'signal processing', 'computer vision', 'computer science']"
SE 2025,13th International Conference on Software Engineering & Trends,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=179170&copyownerid=46167,"Apr 19, 2025 - Apr 20, 2025","Melbourne, Australia",22/02/25,SE 2025 : 13th International Conference on Software Engineering & Trends,SE 2025 : 13th International Conference on Software Engineering & Trends,N/A,N/A,N/A,False,N/A,https://acsit2025.org/se/index,"['web engineering', 'quality management', 'managing software projects', 'software maintenance and testi']"
IJNGN 2025,International Journal of Next - Generation Networks,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=181563&copyownerid=33993,N/A,N/A,22/02/25,IJNGN 2025 : International Journal of Next - Generation Networks,IJNGN 2025 : International Journal of Next - Generation Networks,N/A,N/A,N/A,True,N/A,https://www.airccse.org/journal/ijngn/ijngn.html,"['wireless communications', 'wireless networks', 'networking', 'communications']"
ACIJ 2025,Advanced Computing: An International Journal,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182366&copyownerid=33993,N/A,N/A,22/02/25,ACIJ 2025 : Advanced Computing: An International Journal,ACIJ 2025 : Advanced Computing: An International Journal,N/A,N/A,N/A,False,N/A,https://airccse.org/journal/acij/acij.html,"['computer science', 'software engineering', 'data mining', 'cloud computing']"
ADCO 2025,12th International Conference on Advanced Computing,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185710&copyownerid=46167,"Mar 15, 2025 - Mar 16, 2025","Vienna, Austria",22/02/25,ADCO 2025 : 12th International Conference on Advanced Computing,ADCO 2025 : 12th International Conference on Advanced Computing,N/A,N/A,N/A,False,N/A,https://necom2025.org/adco/index,"['computer science', 'engineering', 'information technology', 'computer engineering']"
DBML 2025,"3rd International Conference on Data Mining, Big Data and Machine Learning",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=179679&copyownerid=46167,"Mar 28, 2025 - Mar 29, 2025",Virtual Conference,22/02/25,"DBML 2025 : 3rd International Conference on Data Mining, Big Data and Machine Learning","DBML 2025 : 3rd International Conference on Data Mining, Big Data and Machine Learning",N/A,N/A,N/A,False,N/A,https://dbml2025.org/,"['data mining applications', 'big data', 'machine learning', '5g and networks for big data']"
IJAIT 2025,International Journal of Advanced Information Technology,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=180822&copyownerid=171656,N/A,N/A,22/02/25,IJAIT 2025 : International Journal of Advanced Information Technology,IJAIT 2025 : International Journal of Advanced Information Technology,N/A,N/A,N/A,False,N/A,https://airccse.org/journal/IJAIT/ijait.html,"['information technology', 'cloud computing', 'computational intelligence', 'security']"
IJHAS 2025,"International Journal of Humanities, Art and Social Studies",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=181226&copyownerid=33993,N/A,N/A,22/02/25,"IJHAS 2025 : International Journal of Humanities, Art and Social Studies","IJHAS 2025 : International Journal of Humanities, Art and Social Studies",N/A,N/A,N/A,False,N/A,https://airccse.com/ijhas/index.html,"['communications', 'education', 'economics', 'linguistics']"
IJNLC 2025,International Journal on Natural Language Computing,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182794&copyownerid=170233,N/A,N/A,22/02/25,IJNLC 2025 : International Journal on Natural Language Computing,IJNLC 2025 : International Journal on Natural Language Computing,N/A,N/A,N/A,False,N/A,https://airccse.org/journal/ijnlc/index.html,"['natural language processing', 'NLP', 'ontology', 'text mining']"
IJDKP 2025,International Journal of Data Mining & Knowledge Management Process,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=184686&copyownerid=33993,N/A,N/A,22/02/25,IJDKP 2025 : International Journal of Data Mining & Knowledge Management Process,IJDKP 2025 : International Journal of Data Mining & Knowledge Management Process,N/A,N/A,N/A,True,N/A,https://airccse.org/journal/ijdkp/ijdkp.html,"['data mining', 'big data', 'computer science', 'engineering']"
BDBS 2025,"6th International Conference on Big Data, Blockchain and Security",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185349&copyownerid=46167,"Mar 15, 2025 - Mar 16, 2025","Vienna, Austria",22/02/25,"BDBS 2025 : 6th International Conference on Big Data, Blockchain and Security","BDBS 2025 : 6th International Conference on Big Data, Blockchain and Security",N/A,N/A,N/A,False,N/A,https://necom2025.org/bdbs/index,"['big data', 'security', 'blockchain', 'computer science']"
SAIM 2025,"6th International Conference on Soft Computing, Artificial Intelligence and Machine Learning",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185587&copyownerid=46167,"Apr 19, 2025 - Apr 20, 2025","Melbourne, Australia",22/02/25,"SAIM 2025 : 6th International Conference on Soft Computing, Artificial Intelligence and Machine Learning","SAIM 2025 : 6th International Conference on Soft Computing, Artificial Intelligence and Machine Learning",N/A,N/A,N/A,False,N/A,https://acsit2025.org/saim/index,"['artificial intelligence', 'computer science', 'machine learning', 'engineering']"
CMLA 2025,7th International Conference on Machine Learning & Applications,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=179213&copyownerid=46167,"Jul 19, 2025 - Jul 20, 2025","Toronto, Canada",22/02/25,CMLA 2025 : 7th International Conference on Machine Learning & Applications,CMLA 2025 : 7th International Conference on Machine Learning & Applications,N/A,N/A,N/A,False,N/A,https://cseit2025.org/cmla/index,"['machine learning', 'computer vision', 'neural networks', 'deep learning']"
IJCSEIT 2025,"International Journal of Computer Science, Engineering and Information Technology",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=181564&copyownerid=33993,N/A,N/A,22/02/25,"IJCSEIT 2025 : International Journal of Computer Science, Engineering and Information Technology","IJCSEIT 2025 : International Journal of Computer Science, Engineering and Information Technology",N/A,N/A,N/A,False,N/A,https://airccse.org/journal/ijcseit/ijcseit.html,"['computer science', 'engineering', 'information technology', 'databases']"
IJESA 2025,International Journal of Embedded Systems and Applications,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182410&copyownerid=33993,N/A,N/A,22/02/25,IJESA 2025 : International Journal of Embedded Systems and Applications,IJESA 2025 : International Journal of Embedded Systems and Applications,N/A,N/A,N/A,False,N/A,https://wireilla.com/ijesa/index.html,"['embedded systems', 'software engineering', 'software', 'engineering']"
SEC 2025,11th International Conference on Software Engineering,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=184937&copyownerid=46167,"Apr 26, 2025 - Apr 27, 2025","Copenhagen, Denmark",22/02/25,SEC 2025 : 11th International Conference on Software Engineering,SEC 2025 : 11th International Conference on Software Engineering,N/A,N/A,N/A,False,N/A,https://cosit2025.org/sec/index,"['software engineering', 'software architecture', 'software testing', 'software']"
EI/Scopus-CTSE 2025,2025 2nd International Conference on Communication Technology and Software Engineering-EI/Scopus,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=180888&copyownerid=182680,"Mar 21, 2025 - Mar 23, 2025","Guilin, China",23/02/25,EI/Scopus-CTSE 2025 : 2025 2nd International Conference on Communication Technology and Software Engineering-EI/Scopus,EI/Scopus-CTSE 2025 : 2025 2nd International Conference on Communication Technology and Software Engineering-EI/Scopus,"February 23, 2025",N/A,N/A,False,N/A,https://ais.cn/u/UnQJnu,"['communication', 'software engineering', 'software', 'networks']"
IJCTCM 2025,International Journal of Control Theory and Computer Modelling,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=183367&copyownerid=33993,N/A,N/A,23/02/25,IJCTCM 2025 : International Journal of Control Theory and Computer Modelling,IJCTCM 2025 : International Journal of Control Theory and Computer Modelling,N/A,N/A,N/A,False,N/A,https://airccse.org/journal/ijctcm/ijctcm.html,"['control', 'electrical', 'computer engineering', 'embedded systems']"
IJFLS 2025,International Journal of Fuzzy Logic Systems,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185403&copyownerid=46167,N/A,N/A,23/02/25,IJFLS 2025 : International Journal of Fuzzy Logic Systems,IJFLS 2025 : International Journal of Fuzzy Logic Systems,N/A,N/A,N/A,False,N/A,http://wireilla.com/ijfls/index.html,"['fuzzy systems', 'robotics', 'bioinformatics', 'pattern recognition']"
I4CS 2025,25th International Conference on Innovations for Community Services,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=181927&copyownerid=2531,"Jun 11, 2025 - Jun 13, 2025","Munich, Germany",23/02/25,I4CS 2025 : 25th International Conference on Innovations for Community Services,I4CS 2025 : 25th International Conference on Innovations for Community Services,N/A,N/A,N/A,False,N/A,http://i4cs-conference.org,"['intelligent systems', 'social networks', 'computer science', 'information technology']"
IJCSITCE 2025,"The International Journal of Computational Science, Information Technology and Control Engineering",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=179389&copyownerid=46167,N/A,N/A,23/02/25,"IJCSITCE 2025 : The International Journal of Computational Science, Information Technology and Control Engineering","IJCSITCE 2025 : The International Journal of Computational Science, Information Technology and Control Engineering",N/A,N/A,N/A,False,N/A,https://airccse.com/ijcsitce/index.html,"['computer science', 'computer vision', 'digital libraries', 'fuzzy systems']"
IJME 2025,International Journal of Microelectronics Engineering,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=181962&copyownerid=33993,N/A,N/A,23/02/25,IJME 2025 : International Journal of Microelectronics Engineering,IJME 2025 : International Journal of Microelectronics Engineering,N/A,N/A,N/A,False,N/A,https://airccse.com/ijme/index.html,"['electronics engineering', 'embedded systems', 'design', 'testing']"
IJCAx 2025,International Journal of Computer-Aided technologies,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185449&copyownerid=46167,N/A,N/A,23/02/25,IJCAx 2025 : International Journal of Computer-Aided technologies,IJCAx 2025 : International Journal of Computer-Aided technologies,N/A,N/A,N/A,False,N/A,http://airccse.org/journal/ijcax/index.html,"['computer science', 'information technology', 'technologies', 'engineering']"
ACII 2025,Advanced Computational Intelligence: An International Journal,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=181696&copyownerid=33993,N/A,N/A,23/02/25,ACII 2025 : Advanced Computational Intelligence: An International Journal,ACII 2025 : Advanced Computational Intelligence: An International Journal,N/A,N/A,N/A,False,N/A,https://airccse.org/journal/acii/index.html,"['artificial intelligence', 'fuzzy', 'neural networks', 'soft computing']"
IJBES 2025,International Journal of Biomedical Engineering and Science,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=180051&copyownerid=33993,N/A,N/A,23/02/25,IJBES 2025 : International Journal of Biomedical Engineering and Science,IJBES 2025 : International Journal of Biomedical Engineering and Science,N/A,N/A,N/A,False,N/A,https://airccse.com/ijbes/index.html,"['engineering', 'robotics', 'bioinformatics', 'biomedical engineering']"
IJCACS 2025,"International Journal of Control, Automation, Communication and Systems",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185299&copyownerid=46167,N/A,N/A,23/02/25,"IJCACS 2025 : International Journal of Control, Automation, Communication and Systems","IJCACS 2025 : International Journal of Control, Automation, Communication and Systems",N/A,N/A,N/A,False,N/A,https://airccse.com/ijcacs/index.html,"['networking', 'control', 'automation', 'communications']"
IJU 2025,International Journal of Ubiquitous Computing,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182273&copyownerid=33993,N/A,N/A,23/02/25,IJU 2025 : International Journal of Ubiquitous Computing,IJU 2025 : International Journal of Ubiquitous Computing,N/A,N/A,N/A,False,N/A,https://www.airccse.org/journal/iju/index.html,"['HCI', 'ubiquitous computing', 'ubiquitous', 'computer science']"
IJPLA 2025,International Journal of Programming Languages and Applications,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=184890&copyownerid=33993,N/A,N/A,23/02/25,IJPLA 2025 : International Journal of Programming Languages and Applications,IJPLA 2025 : International Journal of Programming Languages and Applications,N/A,N/A,N/A,False,N/A,http://wireilla.com/ijpla/index.html,"['programming languages', 'applications', 'embedded', 'educational']"
EI/Scopus-EIMT 2025,2025 4th International Conference on Educational Innovation and Multimedia Technology-EI/Scopus,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=180304&copyownerid=182680,"Mar 14, 2025 - Mar 16, 2025","Beijing,China",24/02/25,EI/Scopus-EIMT 2025 : 2025 4th International Conference on Educational Innovation and Multimedia Technology-EI/Scopus,EI/Scopus-EIMT 2025 : 2025 4th International Conference on Educational Innovation and Multimedia Technology-EI/Scopus,"February 24, 2025",N/A,N/A,False,N/A,https://ais.cn/u/Rjqi2e,"['education', 'multimedia', 'modeling', 'software engineering']"
ELDL 2025,19th International Conference on e-Learning and Digital Learning,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185497&copyownerid=118738,"Jul 23, 2025 - Jul 25, 2025","Lisbon, Portugal",24/02/25,ELDL 2025 : 19th International Conference on e-Learning and Digital Learning,ELDL 2025 : 19th International Conference on e-Learning and Digital Learning,24 February 2025,N/A,N/A,False,N/A,https://www.elearning-conf.org/,"['computer science', 'e-learning', 'collaborative learning', 'digital learning']"
EH 2025,17th International Conference e-Health,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185498&copyownerid=118738,"Jul 23, 2025 - Jul 25, 2025","Lisbon, Portugal",24/02/25,EH 2025 : 17th International Conference e-Health,EH 2025 : 17th International Conference e-Health,24 February 2025,N/A,N/A,False,N/A,https://www.ehealth-conf.org/,"['computer science', 'e-health', 'clinical information systems', 'intelligent medical systems']"
ICT 2025,"18th International Conference on ICT, Society and Human Beings",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185499&copyownerid=118738,"Jul 23, 2025 - Jul 25, 2025","Lisbon, Portugal",24/02/25,"ICT 2025 : 18th International Conference on ICT, Society and Human Beings","ICT 2025 : 18th International Conference on ICT, Society and Human Beings",24 February 2025,N/A,N/A,False,N/A,https://www.ict-conf.org/,"['computer science', 'ICT', 'information society', 'globalization']"
CSC 2025,11th International Conference on Connected Smart Cities,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185500&copyownerid=118738,"Jul 23, 2025 - Jul 25, 2025","Lisbon, Portugal",24/02/25,CSC 2025 : 11th International Conference on Connected Smart Cities,CSC 2025 : 11th International Conference on Connected Smart Cities,24 February 2025,N/A,N/A,True,N/A,https://www.smartcities-conf.org/,"['computer science', 'smart cities', 'green computing', 'information systems']"
IHCI 2025,19th International Conference Interfaces and Human Computer Interaction,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185501&copyownerid=118738,"Jul 23, 2025 - Jul 25, 2025","Lisbon, Portugal",24/02/25,IHCI 2025 : 19th International Conference Interfaces and Human Computer Interaction,IHCI 2025 : 19th International Conference Interfaces and Human Computer Interaction,24 February 2025,N/A,N/A,True,N/A,https://www.ihci-conf.org/,"['human computer interaction', 'computer science', 'interface culture and design', 'technology interaction']"
BigDaCI 2025,"10th International Conference on Big Data Analytics, Data Mining and Computational Intelligence",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185502&copyownerid=118738,"Jul 23, 2025 - Jul 25, 2025","Lisbon, Portugal",24/02/25,"BigDaCI  2025 : 10th International Conference on Big Data Analytics, Data Mining and Computational Intelligence","BigDaCI  2025 : 10th International Conference on Big Data Analytics, Data Mining and Computational Intelligence",24 February 2025,N/A,N/A,False,N/A,https://www.bigdaci.org/,"['data mining', 'computer science', 'big data analytics', 'computational intelligence']"
CGVCVIP 2025,"19th International Conference Computer Graphics, Visualization, Computer Vision and Image Processing",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185503&copyownerid=118738,"Jul 23, 2025 - Jul 25, 2025","Lisbon, Portugal",24/02/25,"CGVCVIP 2025 : 19th International Conference Computer Graphics, Visualization, Computer Vision and Image Processing","CGVCVIP 2025 : 19th International Conference Computer Graphics, Visualization, Computer Vision and Image Processing",24 February 2025,N/A,N/A,False,N/A,https://www.cgv-conf.org/,"['computer science', 'computer graphics', 'image processing', 'visualization']"
IC2S 2025,11th International Conference on Computational Social Science,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182957&copyownerid=189675,"Jul 21, 2025 - Jul 24, 2025","Norrkoping, Sweden",24/02/25,IC2S 2025 : 11th International Conference on Computational Social Science,IC2S 2025 : 11th International Conference on Computational Social Science,N/A,N/A,N/A,False,N/A,https://www.ic2s2-2025.org/,"['computational social science', 'social science', 'computer science', 'data science']"
GET 2025,18th International Conference Game and Entertainment Technologies,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185504&copyownerid=118738,"Jul 23, 2025 - Jul 25, 2025","Lisbon, Portugal",24/02/25,GET 2025 : 18th International Conference Game and Entertainment Technologies,GET 2025 : 18th International Conference Game and Entertainment Technologies,24 February 2025,N/A,N/A,False,N/A,https://www.gaming-conf.org/,"['computer science', 'games', 'gaming design issues', 'animation']"
STE 2025,"13th International Conference on Sustainability, Technology and Education",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185505&copyownerid=118738,"Jul 23, 2025 - Jul 25, 2025","Lisbon, Portugal",24/02/25,"STE 2025 : 13th International Conference on Sustainability, Technology and Education","STE 2025 : 13th International Conference on Sustainability, Technology and Education",24 February 2025,N/A,N/A,True,N/A,https://www.sustainability-conf.org/,"['computer science', 'green technologies', 'sustainability and education', 'green it']"
DTIM 2025,International Conference on Digital Transformation and Innovation Management 2025,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185506&copyownerid=118738,"Jul 23, 2025 - Jul 25, 2025","Lisbon, Portugal",24/02/25,DTIM 2025 : International Conference on Digital Transformation and Innovation Management 2025,DTIM 2025 : International Conference on Digital Transformation and Innovation Management 2025,24 February 2025,N/A,N/A,True,N/A,https://digitaltransformation-conf.org/,"['computer science', 'digital marketing', 'big data analytics', 'internet of things (iot) appli']"
CCCN 2025,Springer--2025 The 3rd International Conference on Cloud Computing and Computer Network (CCCN 2025),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182107&copyownerid=13881,"May 16, 2025 - May 18, 2025",Singapore,25/02/25,CCCN 2025 : Springer--2025 The 3rd International Conference on Cloud Computing and Computer Network (CCCN 2025),CCCN 2025 : Springer--2025 The 3rd International Conference on Cloud Computing and Computer Network (CCCN 2025),N/A,N/A,N/A,False,N/A,https://cccn.net/,"['computing', 'artificial intelligence', 'computer science', 'information technology']"
SEAI 2025,2025 5th IEEE International Conference on Software Engineering and Artificial Intelligence (SEAI 2025),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182458&copyownerid=13881,"Jun 20, 2025 - Jun 22, 2025","Fuzhou, China",25/02/25,SEAI 2025 : 2025 5th IEEE International Conference on Software Engineering and Artificial Intelligence (SEAI 2025),SEAI 2025 : 2025 5th IEEE International Conference on Software Engineering and Artificial Intelligence (SEAI 2025),N/A,N/A,N/A,False,N/A,http://www.seai.org,"['computer science', 'cloud computing', 'intelligent systems', 'machine learning']"
NLPAI 2025,2025 6th International Conference on Natural Language Processing and Artificial Intelligence (NLPAI 2025),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182948&copyownerid=13881,"Jun 13, 2025 - Jun 16, 2025","Chongqing, China",25/02/25,NLPAI 2025 : 2025 6th International Conference on Natural Language Processing and Artificial Intelligence (NLPAI 2025),NLPAI 2025 : 2025 6th International Conference on Natural Language Processing and Artificial Intelligence (NLPAI 2025),N/A,N/A,N/A,False,N/A,http://www.nlpai.org/,"['natural language processing', 'software engineering', 'artificial intelligence', 'computer science']"
EI/Scopus-EMSE 2025,2025 International Conference on Engineering Management and Safety Engineering-EI/Scopus,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=179733&copyownerid=182680,"Mar 21, 2025 - Mar 23, 2025","Nanjing, China",28/02/25,EI/Scopus-EMSE 2025 : 2025 International Conference on Engineering Management and Safety Engineering-EI/Scopus,EI/Scopus-EMSE 2025 : 2025 International Conference on Engineering Management and Safety Engineering-EI/Scopus,"February 28, 2025",N/A,N/A,False,N/A,https://ais.cn/u/3QjmQz,"['engineering', 'management', 'safety', 'sustainable development']"
3CVIP 2025,"2025 4th Asia Conference on Cloud Computing, Computer Vision and Image Processing (3CVIP 2025)",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=180623&copyownerid=163993,"Mar 28, 2025 - Mar 30, 2025","Guangzhou, China",28/02/25,"3CVIP 2025 : 2025 4th Asia Conference on Cloud Computing, Computer Vision and Image Processing (3CVIP 2025)","3CVIP 2025 : 2025 4th Asia Conference on Cloud Computing, Computer Vision and Image Processing (3CVIP 2025)",N/A,N/A,N/A,True,N/A,https://www.3cvip.net/,"['cloud computing', 'computer vision', 'image processing', 'computer science']"
CCGIV 2025,"2025 7th International Conference on Computer Graphics, Image and Visualization (CCGIV 2025)",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182447&copyownerid=163993,"Mar 21, 2025 - Mar 23, 2025","Taicang, China",28/02/25,"CCGIV 2025 : 2025 7th International Conference on Computer Graphics, Image and Visualization (CCGIV 2025)","CCGIV 2025 : 2025 7th International Conference on Computer Graphics, Image and Visualization (CCGIV 2025)",N/A,N/A,N/A,True,N/A,http://www.ccgiv.net/,"['computer graphics', 'image processing', 'visualization', 'computer science']"
IEEE CACML 2025,"2025 4th Asia Conference on Algorithms, Computing and Machine Learning (CACML 2025)",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=172661&copyownerid=163993,"Mar 28, 2025 - Mar 30, 2025","Guangzhou, China",28/02/25,"IEEE CACML 2025 : 2025 4th Asia Conference on Algorithms, Computing and Machine Learning (CACML 2025)","IEEE CACML 2025 : 2025 4th Asia Conference on Algorithms, Computing and Machine Learning (CACML 2025)",N/A,N/A,N/A,False,N/A,https://www.cacml.net/,"['algorithms', 'computing', 'machine learning', 'computer science']"
ISDFS 2025,13th International Symposium on Digital Forensics and Security,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182538&copyownerid=63039,"Apr 24, 2025 - Apr 25, 2025","Boston, Massachusetts, USA",28/02/25,ISDFS 2025 : 13th International Symposium on Digital Forensics and Security,ISDFS 2025 : 13th International Symposium on Digital Forensics and Security,N/A,N/A,N/A,True,N/A,https://isdfs.org/,"['digital forensics', 'cybersecurity', 'artificial intelligence', 'computer science']"
VGSC 2025,Workshop IEEE Education Society Virtual Graduate Study Consortium (VGSC),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=183239&copyownerid=63039,"Apr 24, 2025 - Apr 25, 2025","Boston, MA",28/02/25,VGSC 2025 : Workshop IEEE Education Society Virtual Graduate Study Consortium (VGSC),VGSC 2025 : Workshop IEEE Education Society Virtual Graduate Study Consortium (VGSC),N/A,N/A,N/A,True,N/A,https://isdfs.org/vgsc-2024/,"['IEEE', 'education', 'computer science', 'cyber security']"
IEEE-CS 2025,2025 International Conference on computer science,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185131&copyownerid=163220,"Feb 28, 2025 - Apr 13, 2025",China,28/02/25,IEEE-CS 2025 : 2025 International Conference on computer science,IEEE-CS 2025 : 2025 International Conference on computer science,N/A,N/A,N/A,False,N/A,https://ais.cn/u/vm2eIj,"['computer science', 'artificial intelligence', 'information technology', 'information systems']"
EI/Scopus-ISCAIT 2025,2025 4th International Symposium on Computer Applications and Information Technology-EI/Scopus,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185706&copyownerid=182680,"Mar 21, 2025 - Mar 23, 2025","Xi'an, China",28/02/25,EI/Scopus-ISCAIT 2025 : 2025 4th International Symposium on Computer Applications and Information Technology-EI/Scopus,EI/Scopus-ISCAIT 2025 : 2025 4th International Symposium on Computer Applications and Information Technology-EI/Scopus,"March 20, 2025",N/A,N/A,False,N/A,https://ais.cn/u/6JbaIn,"['computer science', 'information technology', 'information systems', 'software engineering']"
IEEE ICICS 2025,The 16th International Conference on Information and Communication Systems,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185466&copyownerid=191157,"Jul 1, 2025 - Jul 3, 2025","Irbid, Jordan",28/02/25,IEEE ICICS 2025 : The 16th International Conference on Information and Communication Systems,IEEE ICICS 2025 : The 16th International Conference on Information and Communication Systems,N/A,N/A,N/A,False,N/A,https://www.just.edu.jo/icics/index.html,"['artificial intelligence', 'computer science', 'cybersecurity', 'software engineering']"
ICSM 2025,International Conference on SMART MULTIMEDIA,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182263&copyownerid=172728,"Aug 21, 2025 - Aug 23, 2025","Paris, France",01/03/25,ICSM 2025 : International Conference on SMART MULTIMEDIA,ICSM 2025 : International Conference on SMART MULTIMEDIA,N/A,N/A,N/A,True,N/A,http://www.smartmultimedia.org,"['multimedia', 'computer vision', 'computer science', 'artificial intelligence']"
SmartMultimedia 2025,International Conference on SMART MULTIMEDIA,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182264&copyownerid=172728,"Aug 21, 2025 - Aug 23, 2025","Paris, France",01/03/25,SmartMultimedia 2025 : International Conference on SMART MULTIMEDIA,SmartMultimedia 2025 : International Conference on SMART MULTIMEDIA,N/A,N/A,N/A,True,N/A,http://www.smartmultimedia.org,"['multimedia', 'systems', 'computer science', 'artificial intelligence']"
ICSOFT 2025,20th International Conference on Software Technologies,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182695&copyownerid=45217,"Jun 10, 2025 - Jun 12, 2025","Bilbao, Spain",03/03/25,ICSOFT 2025 : 20th International Conference on Software Technologies,ICSOFT 2025 : 20th International Conference on Software Technologies,"January 17, 2025",N/A,N/A,False,N/A,https://icsoft.scitevents.org,"['software engineering', 'information technology', 'software architecture', 'computer science']"
IRIS/SCIS 2025,Scandinavian Conference on Information Systems (IRIS48 & SCIS16),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=183384&copyownerid=179257,"Aug 10, 2025 - Aug 13, 2025",Oscarsborg Fortress,04/03/25,IRIS/SCIS 2025 : Scandinavian Conference on Information Systems (IRIS48 & SCIS16),IRIS/SCIS 2025 : Scandinavian Conference on Information Systems (IRIS48 & SCIS16),N/A,N/A,N/A,True,N/A,https://irisscis.com,"['information systems', 'informatics', 'organizations', 'computer science']"
IEEE ICCCS 2025,IEEE--2025 The 10th International Conference on Computer and Communication Systems (ICCCS 2025),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=181647&copyownerid=13881,"Apr 18, 2025 - Apr 21, 2025","Chengdu, China",05/03/25,IEEE ICCCS 2025 : IEEE--2025 The 10th International Conference on Computer and Communication Systems (ICCCS 2025),IEEE ICCCS 2025 : IEEE--2025 The 10th International Conference on Computer and Communication Systems (ICCCS 2025),N/A,N/A,N/A,False,N/A,http://www.icccs.org/,"['computer science', 'communications', 'systems engineering', 'signal processing']"
